matrix,dimension,steps,observed_gradient_l2_error,gradient_error_bound,maximum_component_error,minimum_component_slack,bound_covered,hamiltonian_norm_upper_bound
Si2,769.0,6.0,0.006411748259141573,311300.39201569353,0.0051559032038385804,158647.39403512844,1.0,1.5422665047271105
Si2,769.0,8.0,7.799288472284931e-05,8371.369303727952,6.345907260678894e-05,3566.8142695962692,1.0,1.5422665047271105
Si2,769.0,10.0,2.0269514405201565e-07,100.99313041308788,1.638247112820861e-07,44.883939921345835,1.0,1.5422665047271105
Si2,769.0,12.0,1.8279090386566967e-10,0.6023643626222086,1.4499104933167473e-10,0.31361069660646407,1.0,1.5422665047271105
Si2,769.0,14.0,7.704924098357435e-14,0.0018510443204820429,6.309547068844568e-14,0.0009637414314972337,1.0,1.5422665047271105
Si2,769.0,16.0,5.72973439856865e-16,3.3243243989997812e-06,4.874572967494828e-16,1.7302311147710585e-06,1.0,1.5422665047271105
Si2,769.0,18.0,6.042648466636444e-16,3.6931352124657657e-09,5.707240235963695e-16,1.9217452148877195e-09,1.0,1.5422665047271105
Si2,769.0,20.0,5.997052211341415e-16,2.6611706867438253e-12,5.603156827405087e-16,1.3839660064868676e-12,1.0,1.5422665047271105
